,ID_NUMBER,Probability,ToInspect
10899,GAR000007153,0.9877742063,1
10904,NYD986906121,0.9877579365,1
10905,NJD002002129,0.9861395425,1
10906,NJR000036392,0.988496436,1
10907,PAD038417069,0.9935281746,1
10910,NCD986191666,0.9830501819,1
10915,FLD115155277,0.9911271368,1
10916,OHR000205583,0.9868384921,1
10918,COR000230292,0.9864468254,1
10923,ILR000176636,0.986028685,1
10925,DCD983968587,0.9935448413,1
10930,NJR000056010,0.991212662,1
10934,VA0001019942,0.9859195042,1
10938,IAD000156042,0.9944264774,1
10939,NJD986596351,0.9929264493,1
10953,NYD002063386,0.9890160249,1
10956,WYR000206110,0.9945309624,1
10958,ORD009050600,0.9853144582,1
10962,WYR000206623,0.9933324768,1
10969,NYD012897880,0.9917874333,1
10971,NJR000074740,0.9845376632,1
10981,NYD057984312,0.9907623016,1
10983,NCS000000626,0.9856421514,1
10995,DCR000502716,0.990340873,1
10996,VA0000751917,0.986322619,1
10997,NJD982743197,0.9861154618,1
11004,NYR000046458,0.9960011406,1
11005,ILR000056127,0.987846806,1
11008,RIR000506550,0.987743006,1
11010,KYR000060699,0.9857604803,1
11011,PR1210099999,0.9944160138,1
11017,NYR000210625,0.9966402464,1
11018,PAR000033225,0.9906605658,1
11027,ORQ000018291,0.9888898413,1
11047,OKD982285215,0.9955033154,1
11051,DC7170023454,0.992222363,1
11062,PAR000547877,0.985525544,1
11068,TXD988071114,0.9827015873,1
11074,DCR000503870,0.9897801587,1
11082,NYR000208843,0.9882738095,1
11085,NYR000205625,0.9884403265,1
11086,NJN008021339,0.9891419414,1
11092,NJD010958742,0.9885468803,1
11094,PAD987364643,0.9854952786,1
11095,VAR000006262,0.9888211154,1
11096,NJR000054957,0.9889510636,1
11102,NMR000019828,0.9946853175,1
11108,VTR000515890,0.9937757937,1
11110,KSD023031172,0.9882209087,1
11113,DCR000503821,0.9897801587,1
11120,MID985646652,0.9937778728,1
11121,NMR000023937,0.9940591903,1
11122,NMR000011544,0.9942325646,1
11127,DEN201700010,0.9825892857,1
11137,MAD000844506,0.9905,1
11145,NJD002276699,0.9912333735,1
11147,VAR000512566,0.9827837302,1
11151,NYR000083949,0.9987361111,1
11154,MN0000592741,0.9936814389,1
11166,NCR000144733,0.9837639946,1
11167,NYD986933174,0.9920223174,1
11174,IAR000521229,0.9934519659,1
11183,MOR000516286,0.9913563229,1
11188,KYR000064386,0.9908633438,1
11192,MID980795512,0.9982219385,1
11194,WIR000146134,0.9894129245,1
11196,NCD982081218,0.983878998,1
11202,NJR986638351,0.9902865079,1
11204,FLR000026229,0.996772619,1
11207,TNR000030544,0.9881881367,1
11210,DCR000502039,0.9892790409,1
11212,DCR000506238,0.9950851812,1
11217,KYR000058008,0.9879072955,1
11221,IAD000829978,0.9907812983,1
11223,WYR000218222,0.9938588014,1
11224,NYR000202341,0.995131746,1
11225,WYR000204750,0.9930735793,1
11226,NYR000222315,0.9868024659,1
11227,COR000230102,0.9855865079,1
11231,WVD988801460,0.9877007253,1
11234,NYR000049106,0.9926166596,1
11247,WYR000218321,0.9962819053,1
11250,DCR000501460,0.9882440476,1
11251,DCR000505735,0.990602381,1
11264,MID980794408,0.9835790041,1
11265,NJR986641892,0.9834341962,1
11266,DCR000000398,0.9981790409,1
11272,COR000224477,0.9856837302,1
11274,NJN986653590,0.9910849813,1
11278,SCD981027857,0.982425873,1
11288,ALD983177429,0.9871333038,1
11292,ILD984855452,0.983163647,1
11294,SCD003346749,0.9825563492,1
11298,DCD980555379,0.9880801587,1
11299,KYR000061291,0.9887056192,1
11301,DCR000503193,0.9934900794,1
11307,IAD981711617,0.9947437423,1
11312,WVR000522169,0.9906425341,1
11314,IND980615678,0.9864343706,1
11320,DCR000507662,0.9928571429,1
11321,WVR000015586,0.9885370389,1
11327,NMR000023242,0.9833753968,1
11337,NYR000211664,0.9866900794,1
11339,NCR000162511,0.9824472222,1
11349,LAD102440468,0.9832150131,1
11351,PAD055625685,0.9876152714,1
11352,IA1180009010,0.9872829365,1
11357,ILR000139683,0.9873468675,1
11363,DCR000501767,0.9925286298,1
11368,ILR000192286,0.9843119048,1
11374,MIK937679736,0.9827804081,1
11376,WID000808386,0.9840582885,1
11377,OHR000204339,0.9825365079,1
11379,ILD056623143,0.98652918,1
11381,DCR000001024,0.9866134921,1
11389,VAR000528828,0.9888371541,1
11394,KSD031400948,0.9863488095,1
11402,DCR000502989,0.9917022409,1
11411,DCR000501544,0.9866134921,1
11416,NCR000165787,0.9852332999,1
11420,DC0000360651,0.988409127,1
11425,DCR000503003,0.9886119048,1
11436,NYR000093708,0.9909634921,1
11438,MIK952686921,0.9825111111,1
11442,WID003967619,0.9890146983,1
11445,SDR000219337,0.9942515314,1
11447,KYR000054452,0.9904253952,1
11453,SCD094991429,0.9900941477,1
11472,ILR000052266,0.9859426141,1
11473,LAD096027263,0.9904869626,1
11476,DCD981735244,0.9863415414,1
11488,NJR000054056,0.9913150794,1
11493,NYR000022475,0.9858952191,1
11500,NYD982741126,0.9843088195,1
11501,DCR000503557,0.9947007937,1
11502,NY6180000329,0.9866166667,1
11505,NYR000131565,0.9869121664,1
11512,MDR000518324,0.990084445,1
11523,NM0180000903,0.9836261905,1
11527,WY0000110767,0.9926558732,1
11529,FLR000218685,0.9848670342,1
11531,MAC300004553,0.9833989757,1
11533,MTR000210245,0.9958773849,1
11539,MID075560029,0.9893666659,1
11540,MID099113128,0.983629511,1
11549,NCS000000775,0.9933482306,1
11553,ILD005119987,0.9875859617,1
11560,FLR000125633,0.9842880661,1
11561,VTR000510461,0.9918039683,1
11567,KS0000117622,0.984864279,1
11569,IAR000515791,0.9921620728,1
11572,VTR000515288,0.9834113798,1
11573,TNR000041707,0.9832350705,1
11575,IL0000338004,0.9841876884,1
11585,NY0000136382,0.9952940476,1
11598,OKR000029447,0.9918301587,1
11599,WVD113433296,0.9913041848,1
11605,NJN986652899,0.9914679715,1
11611,ILD982067951,0.9857304566,1
11613,DC0000933069,0.9908772556,1
11614,MTR000208660,0.9925980159,1
11625,DCR000508100,0.9886698413,1
11630,ILD062406343,0.9929223545,1
11635,KYR000065102,0.9847790086,1
11639,WVR000014217,0.9895073123,1
11642,ILR000189001,0.9866329812,1
11643,ILR000013847,0.9888046486,1
11644,DCR000508094,0.9934900794,1
11646,PAR000540526,0.9839787217,1
11648,VTR000524447,0.9899248638,1
11653,NVR000092403,0.9844541079,1
11654,PAR000542076,0.9857250181,1
11655,TNR000039222,0.9961830297,1
11657,DCR000507986,0.9895007937,1
11664,ILD005231220,0.9908818048,1
11666,VAR000529099,0.9884051223,1
11672,KY3210890007,0.994531746,1
11673,OHR000205955,0.9854101623,1
11675,NJR000065425,0.9915671498,1
11676,KYR000065342,0.9862722426,1
11680,WVR000533778,0.9875913667,1
11684,MTR000210336,0.9899480159,1
11688,WYR000217877,0.9871953879,1
11698,WVR000531012,0.9910880753,1
11719,TNR000003343,0.9879884921,1
11721,WVR000519967,0.9883168033,1
11728,ILD075612960,0.9921439425,1
11729,OKR000031955,0.9887428571,1
11732,ILD982614901,0.9849864267,1
11733,ILD984807313,0.9867425498,1
11734,ILD984827303,0.9890763667,1
11736,MOR000543322,0.9827472222,1
11745,TNR000041509,0.9833322779,1
11747,ILR000193870,0.9831675585,1
11752,MTR000007377,0.9950484573,1
11759,TND093148682,0.9862771686,1
11760,PAR000037085,0.9896551587,1
11769,ILD085224376,0.9875754855,1
11772,DCR000000216,0.9983790409,1
11774,FL5141700000,0.9928638889,1
11777,MTR000207258,0.9925736493,1
11779,MTR000208710,0.9919438523,1
11782,WVR000531061,0.9856136444,1
11790,ILR000187245,0.9881127994,1
11791,NJD011803699,0.9943174603,1
11799,KYR000033027,0.9855475173,1
11800,ILR000140194,0.9843934289,1
11809,MTR000209817,0.9855749944,1
11810,TND004044335,0.9846155122,1
11811,KSR196004559,0.9875488095,1
11815,WVR000007344,0.9902986951,1
11818,NJR986645331,0.9878466488,1
11819,KYR000064915,0.993787518,1
11823,COD007060981,0.9873595915,1
11842,NJD981485741,0.9874694366,1
11856,WVR000537381,0.9866297619,1
11858,WVR000526491,0.9901211954,1
11860,VAD988199485,0.9928701848,1
11861,ILR000130799,0.9848666997,1
11874,WV0000129528,0.984299709,1
11875,PAD980918676,0.9852821429,1
11885,TNR000042739,0.9857606854,1
11886,ALR000052316,0.9920128517,1
11887,WV0000878496,0.9854477611,1
11888,WVD070449137,0.9869386702,1
11892,INR000136762,0.9903803169,1
11896,NJR986654325,0.9864762714,1
11909,WVD988794749,0.9916226873,1
11934,KYR000064170,0.9938000998,1
11936,WVR000536565,0.9834627658,1
11941,ILR000164285,0.9851505955,1
11943,COR000235523,0.985040873,1
11964,COR000239004,0.9841412698,1
11970,COD983777541,0.9846316535,1
11980,VTR000529016,0.9898195605,1
11984,TNR000041962,0.9855281746,1
11999,DCR000508808,0.9835019841,1
12000,WVD988770467,0.9868977178,1
12014,FLR000223271,0.994899468,1
12015,NYR000220731,0.9871077287,1
12017,DCR000508880,0.9982540409,1
12029,NYD987029535,0.9961066962,1
12037,SCR000781922,0.9899515928,1
12038,ILR000134239,0.9845809843,1
12045,NYR000228494,0.9975953699,1
12055,MOR000556944,0.9920137566,1
12062,FLR000223065,0.9843337302,1
12083,ALR000029843,0.9858743508,1
12094,NJD011370525,0.9909308953,1
12110,WV0000449744,0.9914976873,1
12122,NCD982164816,0.984446176,1
12142,WVR000527663,0.9851007937,1
12157,FLD984183228,0.9951291197,1
12161,FLR000218206,0.9828634921,1
12163,ALD072095169,0.9848231145,1
12168,ILR000159194,0.9926095205,1
12171,KYR000060806,0.9890490893,1
12173,IND982211971,0.9833068217,1
12176,IAD984622191,0.9826350794,1
12180,NJR986652600,0.9834310379,1
12181,NCD986228351,0.9881304788,1
12185,WVR000536870,0.9837081376,1
12204,MOR000007591,0.9896071429,1
12207,IL0000006387,0.9861003968,1
12210,NCS000002480,0.98861601,1
12212,DC0470090010,0.9886611111,1
12214,NY0000128496,0.9852030262,1
12222,NJD049849094,0.9851934431,1
12223,ILD005111893,0.9860060553,1
12224,MAD042129064,0.9884137897,1
12233,IND982643173,0.9912225525,1
12257,MSR000106971,0.9839475843,1
12259,WVR000538884,0.9883592494,1
12263,WVR000510099,0.9885311101,1
12264,FLR000221614,0.9836857143,1
12265,FLR000077685,0.9851166667,1
12272,DCR000505610,0.9911845238,1
12276,KYR000069559,0.9906201999,1
12277,NJR000055988,0.9842935424,1
12280,WVR000534800,0.9921435557,1
12286,OKR000017582,0.98606051,1
12292,WVD988770988,0.9889587302,1
12294,WAD009270794,0.9832146815,1
12307,ILD005174404,0.9848433399,1
12318,ILD054356654,0.9887777594,1
12327,MAC300018298,0.984593741,1
12335,ILD062405204,0.9887976381,1
12346,NCR000011205,0.9888225463,1
12362,MND006186183,0.9841003307,1
12364,NCD980843122,0.9837977893,1
12367,WVD981113863,0.989741846,1
12372,MTR000203489,0.9861476189,1
12382,NVR000081869,0.9874560198,1
12393,FLR000216606,0.9956442982,1
12396,ILD984813105,0.9863664555,1
12399,KYD981754344,0.9834231876,1
12400,OKR000031823,0.9899079365,1
12410,DCD077485084,0.9929996032,1
12419,SCD991289695,0.9857894131,1
12421,FLR000166637,0.9843392857,1
12426,INR000143057,0.9835169083,1
12429,NYD058177635,0.9849487215,1
12435,INR000144063,0.9855675562,1
12445,VA0000199687,0.9833123959,1
12448,NYD002256519,0.9917013064,1
12467,WID051852572,0.9897404762,1
12469,NYD980785315,0.9905466739,1
12471,NCS000001147,0.9908651909,1
12472,MID016734261,0.987305452,1
12474,NJD031372550,0.9920753175,1
12475,NJD981561491,0.988708262,1
12476,MND985758655,0.9858746032,1
12478,MID065873655,0.9888279804,1
12481,MID093821254,0.9874063492,1
12487,NCR000002519,0.9917069215,1
12492,NCD986182400,0.9920260558,1
12495,WID044997377,0.9893960317,1
12502,NJD072725427,0.9885453761,1
12510,VAD988215125,0.9882607003,1
12511,FLR000222018,0.9851733395,1
12512,NJD039395801,0.985868691,1
12514,PAD000754390,0.989280345,1
12515,OHR000149088,0.9831249662,1
12518,VAR000015834,0.9861398267,1
12520,VAD988171971,0.9863277353,1
12521,FLR000130757,0.9937694421,1
12523,NYD987000601,0.9903086048,1
12528,VAD058663014,0.9897818932,1
12530,FLR000078964,0.9880466311,1
12531,MND985699107,0.9877425783,1
12535,PAD987384161,0.9854399319,1
12538,VAD988206967,0.9908498016,1
12547,NCS000002498,0.9876807905,1
12550,VAD988221552,0.9870142657,1
12551,VAD055477343,0.9929257403,1
12554,IL0000122127,0.9920515748,1
12555,VAR000014332,0.9945449821,1
12563,MAC300104197,0.9890662698,1
12566,OHD058401092,0.982829012,1
12568,INR000003103,0.9935125915,1
12570,PAD013888086,0.9908227103,1
12571,NED980965784,0.9941434519,1
12575,PAD002379741,0.9920979694,1
12577,NYR000039420,0.9861845238,1
12592,NYD982797987,0.986325,1
12594,NYD986937084,0.9837855017,1
12598,MTR000210344,0.9899480159,1
12599,MTR000210351,0.9899480159,1
12602,NYR000124636,0.984900727,1
12605,NJD050286053,0.9850243307,1
12608,NJ5180000155,0.9909835399,1
12610,NMR000000620,0.9877987516,1
12612,NJR000048488,0.9904940397,1
12616,ILD984851832,0.9948649802,1
12617,IND016579658,0.9966867723,1
12618,NC0991302669,0.9864958181,1
12621,NMR000008953,0.9874424242,1
12626,NJR986653269,0.9842265609,1
12629,LAD985186212,0.9859928571,1
12640,VAD988221578,0.9927935594,1
12641,VAD988221586,0.9862875386,1
12643,PA0000114843,0.9927487888,1
12645,TND987775350,0.9953820981,1
12650,KSR000017418,0.9877805172,1
12655,COD982592974,0.9862734127,1
12659,PAD002345080,0.9921428571,1
12663,MAC300104130,0.9910900059,1
12668,NYR000133801,0.9963108006,1
12672,WYD036002806,0.9911405118,1
12674,COR000238550,0.9873980159,1
12675,VAR000528323,0.9903970406,1
12679,NYD061305546,0.9897333333,1
12694,NJR000033258,0.9937166627,1
12701,NYR000066779,0.9881142857,1
12703,ORD981771223,0.9867974958,1
12721,MIK288964364,0.9868607143,1
12722,KYR000058818,0.9841517757,1
12724,MAR000500090,0.9902561974,1
12727,NJR000048371,0.9872877895,1
12731,NYR000156299,0.9866261043,1
12738,MID005389366,0.9929702985,1
12739,NY5360010396,0.9892452915,1
12744,FLR000147769,0.9894248399,1
12746,NJD980642490,0.994608285,1
12749,PAD987286283,0.9885115104,1
12754,VTR000510776,0.9896996258,1
12759,WAD988496485,0.9832578167,1
12762,KYR000049890,0.9847059198,1
12765,KYD981853807,0.9901827589,1
12768,TXD063098719,0.9898626984,1
12775,DCR000502864,0.9935904762,1
12778,NMR000005785,0.9911729381,1
12780,NYR000084624,0.9860764237,1
12782,MIK193552775,0.9923169173,1
12783,MID985628403,0.9887704158,1
12784,NCD045915568,0.9909643492,1
12790,ILR000111732,0.9866214301,1
12793,WYR000210609,0.9922310058,1
12796,FLT130084155,0.9941865079,1
12797,DCR000505263,0.9840167277,1
12800,TND982100158,0.9952293198,1
12801,DCD983970989,0.9912940476,1
12804,DCR000501346,0.9952265873,1
12809,DCR000505198,0.9895861111,1
12813,NJD980789424,0.9948325799,1
12818,NVR000084566,0.9849005508,1
12819,DCD038999298,0.9834198413,1
12820,DCR000504902,0.9942007937,1
12821,NJD139685226,0.9946520589,1
12822,DCR000501783,0.9898765873,1
12828,PAD013973235,0.9926545127,1
12832,VAD982677411,0.9882162382,1
12840,NJD986615367,0.9830553546,1
12843,NJR000034009,0.9872190195,1
12852,DCR000505057,0.9981568187,1
12853,NYD120614789,0.9884698413,1
12854,DCD983970229,0.9893884921,1
12861,DER000000661,0.9828980159,1
12862,FLR000223719,0.9859119629,1
12871,KSR205751228,0.9916274989,1
12883,WAH000036544,0.9847455113,1
12889,FLD984248989,0.984293254,1
12907,NJR000077339,0.9855486198,1
12912,NCR000169557,0.9826180281,1
12913,IAR000003715,0.9940894144,1
12933,NMR000024075,0.9863385289,1
12934,NMR000024083,0.989390956,1
12943,PRN008025876,0.9829486316,1
12947,KSD985000546,0.9902507937,1
12953,ORD987200185,0.991841217,1
12957,IND094738762,0.9908992063,1
12958,IND980680235,0.984714267,1
12959,MIK191728925,0.985752745,1
12962,NJD002011294,0.9899690641,1
12978,NMR000023754,0.9922939698,1
12984,SDD007263957,0.9898095238,1
12988,NYD980646285,0.9845703541,1
12991,NJR986646503,0.991046319,1
12993,NJR986654234,0.9923691071,1
12995,NJN986655785,0.9889158811,1
12998,NCS000002482,0.9830556494,1
12999,OHR000205278,0.9899869048,1
13000,WYR000218248,0.9920568865,1
13022,NYN008029159,0.9852916667,1
13024,NYD002049641,0.9867809524,1
13039,FLR000073809,0.989366958,1
13040,NJR986631042,0.9852289683,1
13042,NCR000169417,0.9863759082,1
13044,MAR000535641,0.988054831,1
13045,KSD985011915,0.9905581076,1
13049,WYR000218255,0.9873119048,1
13053,VAD988212189,0.9861916667,1
13054,WYR000218297,0.9906093686,1
13058,MAD006536817,0.9871222222,1
13060,SDR000219402,0.9849007937,1
13066,WAH000050075,0.9836484432,1
13076,DCR000506469,0.9929238095,1
13080,NJR986642692,0.989784889,1
13089,MIK721612943,0.9870503468,1
13092,SDR000219238,0.9903019813,1
13100,INR000019596,0.9909468254,1
13102,MOR000003962,0.9842047619,1
13106,NYR000093864,0.985922619,1
13118,KYR000053652,0.9869761905,1
13121,DCR000508124,0.9870345238,1
13125,DCR000506626,0.9835234127,1
13129,WVD044304434,0.9880465826,1
13130,COR000236786,0.9847781746,1
13134,DCR000506634,0.9892076123,1
13141,WYR000210898,0.9895884341,1
13142,NJD986620169,0.9906178162,1
13143,PAR000550269,0.9872533947,1
13144,MID985577246,0.9911700652,1
13145,VAD065398281,0.9888301852,1
13147,NJD002373819,0.9839258808,1
13148,DCR000502799,0.9916511905,1
13149,DCR000501437,0.9942007937,1
13152,IND005106901,0.9858694444,1
13159,COR000237222,0.9895293651,1
13163,DCR000507902,0.9935218254,1
13165,KYR000065045,0.9874094427,1
13166,KYR000065052,0.9922855333,1
13167,DCR000500405,0.9875900794,1
13169,PAD041894213,0.9900861111,1
13171,PAD987278140,0.9839837683,1
13172,SDR000214189,0.9874537935,1
13188,COR000238741,0.9852587302,1
13198,COR000235507,0.9852440476,1
13200,VAD988193256,0.9919577996,1
13207,DCR000508004,0.9975179298,1
13210,NJD986643120,0.9909948367,1
13215,WV0000923888,0.990270224,1
13222,MAC300093929,0.9874059698,1
13237,ILR000040568,0.9851476295,1
13243,OHD987034469,0.9825034926,1
13267,WVD988772612,0.9839969221,1
13268,NJR986636272,0.9887819887,1
13285,MAR000013797,0.987326478,1
13287,KYR000067546,0.9929996907,1
13301,NYR000231811,0.983351281,1
13310,NJD075440149,0.9854276622,1
13314,RIR000014571,0.9931667116,1
13316,NJR986625242,0.9868757937,1
13321,NYR000227124,0.9920344512,1
13326,DCR000508154,0.992652381,1
13328,CO0000855064,0.9833087302,1
13344,DCR000508196,0.995597619,1
13356,NJD039101514,0.9885991985,1
13369,WVR000001701,0.9827045629,1
13376,DCR000508670,0.9962977171,1
13378,WVD988769220,0.9874133173,1
13387,KYR000055574,0.9906453761,1
13394,MOD985809276,0.9870421828,1
13401,DCR000508676,0.9879777778,1
13408,WVR000501767,0.9875321129,1
13419,NJD986584399,0.9846634389,1
13424,ILD980999395,0.991895248,1
13445,NYN008029043,0.9869992028,1
13446,NMR000023671,0.9929878748,1
13452,ILR000104364,0.9911330661,1
13477,DCR000503912,0.9893019841,1
13478,IL0000125633,0.9856614066,1
13499,IND981529506,0.9876987481,1
13501,MNR000029900,0.9949193452,1
13546,NYR000109298,0.9868150794,1
13548,MOR000550913,0.990168254,1
13555,WVR000536276,0.9824637397,1
13566,WVR000004911,0.9861570471,1
13567,ILR000188458,0.9902951756,1
13569,WVR000528984,0.9964778224,1
13572,NJD086435070,0.9882825361,1
13583,NMR000023697,0.9899813492,1
13591,NYR000007724,0.9852837768,1
13593,RIR000511352,0.9873345238,1
13594,WVR000517250,0.9878315983,1
13597,DCR000507956,0.988874279,1
13600,MDR000017616,0.9835353831,1
13603,NCD047372503,0.989073039,1
13606,TND004335444,0.9865586909,1
13609,NJR986623544,0.9956502427,1
13611,ILR000189753,0.9846876515,1
13615,IND175804780,0.9905603175,1
13617,WID006070338,0.9860079472,1
13622,DCR000504787,0.9929238095,1
13627,NJD047318043,0.9907997687,1
13632,PRR000019273,0.984906746,1
13638,INR000144113,0.9855485271,1
13641,NJD981181886,0.9850196644,1
13646,NYR000204669,0.9888698413,1
13647,WVR000535955,0.9841660393,1
13655,AL0000130419,0.9858032357,1
13656,NYN008029134,0.9894075397,1
13658,COR000233379,0.9846876984,1
13659,DCR000507386,0.9882440476,1
13661,NCR000010124,0.9885312549,1
13662,NCR000151654,0.9887203309,1
13665,TNR000033696,0.9834378625,1
13671,COR000231175,0.9882031746,1
13678,ALR000051698,0.9868854739,1
13679,WVD981743099,0.989975,1
13694,NMR000022459,0.9912566598,1
13698,WYR000218180,0.9917973188,1
13704,WVD988779211,0.9892627057,1
13710,ILR000192534,0.9859545279,1
13719,WYR000218214,0.9873064085,1
13723,NYR000225953,0.9864263949,1
13732,NC0991302500,0.983884626,1
13734,IND163774250,0.9873738456,1
13740,TNR000040592,0.9834959073,1
13742,KYR000059469,0.9867556871,1
13744,WVR000526046,0.986265873,1
13757,ILR000128249,0.9824550465,1
13761,KYR000064337,0.9856650315,1
13765,KYR000012427,0.9855953912,1
13768,NYR000182196,0.9880137145,1
13777,DCR000501304,0.9857785714,1
13784,KYR000056382,0.9836841019,1
13790,LAR000084897,0.9908263902,1
13805,LAD980621726,0.9920393333,1
13811,KYR000064055,0.9926351371,1
13812,KYR000064758,0.9833357839,1
13813,KYR000063891,0.9848129805,1
13815,DCR000504373,0.9897801587,1
13825,WVR000501080,0.9835266788,1
13826,WVR000520676,0.9873843999,1
13846,ILR000191890,0.9830976548,1
13848,CTR000515999,0.985526166,1
13849,ILR000035709,0.9841336596,1
13850,WVD054748041,0.9891510585,1
13851,MIK190054200,0.9928837682,1
13864,VAD988206835,0.9886676322,1
13865,WAH000051073,0.9876333315,1
13874,WVR000539759,0.9849668553,1
13891,IND006052278,0.9827825462,1
13906,MID985625243,0.990995046,1
13911,MIK413945783,0.9894989885,1
13917,NJR000051177,0.9869912768,1
13918,NJD002179893,0.9876100868,1
13921,MOD985775212,0.9887241914,1
13930,ILR000041731,0.9864303948,1
13932,DCR000504829,0.9896900794,1
13940,NJR986656148,0.9951695014,1
13946,MID046058970,0.994772268,1
13949,NJD982716961,0.9856615079,1
13953,COR000237206,0.9850440476,1
13957,DED984074344,0.9832265873,1
13968,INR000133199,0.9829425285,1
13973,FLD984259630,0.993748333,1
13977,FLD984254235,0.9918795449,1
13978,NJD986603298,0.9929071651,1
13982,VAR000532028,0.9826903109,1
13983,WV0000244244,0.988294552,1
13994,KSR000511246,0.9880147186,1
14000,WYR000218446,0.9919257937,1
14001,NMR000024323,0.9893195118,1
14002,MT3750802875,0.9849150693,1
14003,ILD984816876,0.9898974423,1
14006,INR000116467,0.9858464727,1
14013,IND042080614,0.9869922874,1
14014,INR000132829,0.9931496032,1
14021,MOR000557868,0.9888079365,1
14034,GA0001040153,0.9946208694,1
14038,NJD980779987,0.9884775358,1
14043,NCD981480320,0.9837095673,1
14046,KS0000086702,0.9916133287,1
14047,NCS000002400,0.9920468254,1
14053,VTD009834060,0.9912265873,1
14071,NCR000152900,0.9829298234,1
14076,NJR000006890,0.9871163772,1
14078,VTR000529073,0.9926433229,1
14083,WVR000002196,0.9881949488,1
14084,WVD988787826,0.9864773185,1
14085,MID062224068,0.9876672765,1
14100,NJD065808875,0.9954670635,1
14101,MOR000543777,0.9830170635,1
14103,MOR000538496,0.9929019841,1
14106,MOR000539205,0.9925732178,1
14107,ORQ000034848,0.98516865,1
14112,IL0000265975,0.9879176721,1
14113,MNS000211102,0.9957687075,1
14114,SCR000003558,0.9919416238,1
14129,NJR986637148,0.985295342,1
14136,PAD003020013,0.9830179264,1
14138,IND044209229,0.9883849017,1
14141,MID981953953,0.9831229324,1
14143,NCR000162990,0.9850408056,1
14144,WAH000051508,0.9861207417,1
14150,DCR000504068,0.9836180453,1
14153,SDR000218933,0.9913843478,1
14157,CAD981450976,0.9849330105,1
14160,INR000007161,0.9828923682,1
14161,INR000013599,0.9848923189,1
14162,NCR000155127,0.9837095673,1
14165,MOR000555110,0.9933874602,1
14174,NJR986654044,0.9829610108,1
14179,MDD981944838,0.9863071344,1
14185,NJR986649713,0.9824808582,1
14187,NJD000692350,0.9884279128,1
14203,WVR000007005,0.9870738668,1
14209,VTR000505941,0.9869424603,1
14229,NCR000168526,0.9864758786,1
14237,FLR000199026,0.9915774754,1
14244,TXR000081266,0.9894289562,1
14252,WVD016128126,0.9869337278,1
14258,COR000236927,0.9839626984,1
14260,NJD057144412,0.9925340434,1
14261,NJD980773014,0.9882020043,1
14262,FLR000222836,0.986902781,1
14263,NJD001717040,0.9876265779,1
14266,MIK756838857,0.9854805556,1
14285,NJN986656221,0.9883980968,1
14288,FLR000071332,0.988721246,1
14289,FLR000144634,0.9919929147,1
14290,KSD042386078,0.9854047619,1
14291,PAD987350378,0.9867598986,1
14293,PAD987270006,0.9933116393,1
14305,MOD160835153,0.9914670635,1
14309,AZD008399263,0.9929736111,1
14311,FLD984205880,0.9901837302,1
14317,PAD987350402,0.9854667572,1
14354,WV0000264127,0.987915972,1
14360,NJR986629392,0.9837332928,1
14376,MID980682827,0.9831041859,1
14378,NJD002349850,0.9879524479,1
14381,KYR000051995,0.9908856812,1
14384,PAR000542357,0.984507135,1
14385,NJD980787709,0.9955964286,1
14388,NJR986653335,0.9872305326,1
14392,NJR986629632,0.9887160993,1
14400,PRN008029191,0.9871800299,1
14402,WYR000218396,0.9857782926,1
14405,KSD122168073,0.9891006463,1
14425,MAR000550830,0.986088259,1
14428,FLR000222455,0.9943846128,1
14429,FLR000067215,0.9900759446,1
14436,MOT300010550,0.9888051587,1
14456,MIK876624818,0.9867666335,1
14457,MID052030285,0.9893983402,1
14460,FLR000106005,0.9896202381,1
14461,KSR000014407,0.9888127984,1
14462,KSR211623120,0.989829554,1
14463,PAD987351046,0.9848062249,1
14465,WYR000218123,0.988159127,1
14469,INR000018549,0.9825472712,1
14472,IND053472650,0.9883700117,1
14485,WVD988802658,0.9941848933,1
14491,WYR000218040,0.9911261905,1
14509,NYN008029076,0.9886433214,1
14512,PAR000528372,0.9830723893,1
14521,MNS000216234,0.9911776546,1
14532,FLD984225540,0.9908511905,1
14535,MIK233453094,0.9965517994,1
14541,ORQ000036288,0.9874583333,1
14547,WVD988786646,0.9843169018,1
14549,MTR000209593,0.9888624273,1
14552,VAR000003012,0.9827642785,1
14568,MIR000041616,0.9835790041,1
14573,NJD020783304,0.9835649212,1
14574,OHD004210639,0.9849156048,1
14580,TX0000138875,0.9946722222,1
14585,MIR000027276,0.9852707716,1
14592,NJR986628899,0.9918669841,1
14595,IND062800826,0.9925824318,1
14605,ILD982603060,0.9895275132,1
14615,NYD986900397,0.9891103175,1
14619,INR000019570,0.9859730711,1
14621,PAR000528612,0.9930695638,1
14622,PAR000506014,0.9887154741,1
14623,FLD981744881,0.9846194444,1
14634,VTD980912281,0.985453094,1
14635,WVD988791760,0.9888469794,1
14646,MID981000359,0.9869570332,1
14654,CTR000516088,0.9825258019,1
14657,TXD052478575,0.9934801587,1
14676,MIR000020735,0.9850071429,1
14677,KSD981717507,0.9836900794,1
14678,MA5000002543,0.9827932785,1
14681,WV5180090008,0.9882630707,1
14688,ILD984823948,0.9852675175,1
14690,MTR000210229,0.9866126984,1
14700,GAR000065896,0.9845803439,1
14708,FLD984243659,0.9937578938,1
14709,FLR000222117,0.9930261905,1
14717,WVR000525824,0.983864935,1
