,ID_NUMBER,Probability,ToInspect
2988,NMR000022558,0.992517309,1
3002,DCR000508694,0.9922730159,1
3004,NVR000085803,0.9836353175,1
3008,NJD020773099,0.9853097722,1
3011,KYR000009266,0.9863476469,1
3013,GAR000079178,0.9927237828,1
3022,PAD982362899,0.9836890818,1
3034,KYD085052751,0.9872596322,1
3039,VAR000528687,0.9850073057,1
3040,WIR000109165,0.9848996032,1
3052,DCD983968520,0.9872443252,1
3058,KYR000069039,0.9877032139,1
3060,NYD071094197,0.9854677247,1
3072,DCR000508826,0.9826313254,1
3078,MTR000209635,0.9832936652,1
3094,WYR000001818,0.9937280688,1
3098,DCD112624275,0.9840906643,1
3100,NVR000076562,0.9838722912,1
3101,NJD001212695,0.992789603,1
3112,WVR000007500,0.9837028443,1
3114,ILR000080572,0.9836881704,1
3123,WVD988769162,0.9893288517,1
3127,DC3170023532,0.9879837571,1
3130,VAR000525154,0.984246477,1
3137,DCR000505982,0.9870440476,1
3147,NJR986624914,0.9921777699,1
3151,DCR000501700,0.9957781746,1
3162,NYR000195644,0.9827801587,1
3165,DCR000506782,0.988508208,1
3168,NYD982530115,0.993899551,1
3182,DCD024228306,0.986852193,1
3187,DCR000501692,0.9957781746,1
3188,IAD981727787,0.9848751221,1
3195,DCR000503516,0.9982540409,1
3199,KYD000733428,0.9901648762,1
3202,NYD000818807,0.9877471056,1
3210,NYD000829572,0.9897725191,1
3211,NYD071475867,0.9859783787,1
3215,NYD050275627,0.9826957082,1
3221,NJD980650139,0.9938207835,1
3228,COR000218925,0.9885055556,1
3236,DCD983970971,0.9913710317,1
3245,NJ0000074278,0.9930057667,1
3247,VAR000529230,0.9916343924,1
3260,DCD983969007,0.9886119048,1
3265,PAR000545772,0.9938610719,1
3273,VAR000504233,0.9910960756,1
3275,NJR986642908,0.9921597238,1
3276,IAD984601138,0.9902611111,1
3278,TNR000010413,0.9888228858,1
3279,DCD064852320,0.9873595238,1
3282,MID093055762,0.989975676,1
3283,MTR000206128,0.9833687704,1
3294,DCR000500660,0.9865411154,1
3295,PAR000546390,0.9904263997,1
3297,DCR000503243,0.989918254,1
3300,MND985706027,0.9905512463,1
3311,MID980700827,0.9873358584,1
3312,DCR000503359,0.9948002606,1
3315,VAR000519397,0.9915517675,1
3321,MID982074395,0.9965517994,1
3322,DCR000502641,0.9879178571,1
3323,NJD002340719,0.9871629948,1
3334,DCR000505222,0.9922730159,1
3342,NJN986642379,0.9902695962,1
3348,KYR000001271,0.9882540465,1
3351,DCR000501924,0.9921988095,1
3352,NJD034160861,0.9978192857,1
3370,DCR000507848,0.9957781746,1
3373,RIR000513556,0.9905103175,1
3374,KYR000054742,0.993787518,1
3381,DCR000501064,0.9952935107,1
3388,DCR000507728,0.9852365079,1
3395,OHR000185744,0.9903551931,1
3402,VAD042750653,0.990031746,1
3404,WIR000010090,0.987168254,1
3417,CTD981215197,0.9863744176,1
3418,NMR000004549,0.9923984127,1
3421,DCR000502849,0.9836265873,1
3438,KYR000056523,0.9837355547,1
3455,NJD096191101,0.9867967652,1
3461,KYR000061077,0.9825850859,1
3464,KYR000056929,0.9830585989,1
3467,DCR000505990,0.9870440476,1
3478,NYR000075416,0.9874902519,1
3483,KYR000062547,0.987451797,1
3489,DCR000507512,0.9835133376,1
3507,NJR986645448,0.9845388941,1
3515,DCR000001891,0.9831448413,1
3523,MIK686383338,0.9938681793,1
3524,KYR000062414,0.9877347797,1
3526,DCR000503854,0.9897801587,1
3527,DCR000505248,0.9897801587,1
3530,NYD001238328,0.985922619,1
3532,NJD061070983,0.9842728955,1
3537,CTR000513234,0.9875714383,1
3544,TXR000012385,0.9907895869,1
3561,KYR000060582,0.9910070243,1
3562,NVR000090688,0.9844541079,1
3565,COR000237149,0.9903599206,1
3566,NJR986645364,0.9928818893,1
3570,COR000238618,0.9850400794,1
3576,COR000237081,0.9835206349,1
3578,ILR000188086,0.9944178735,1
3583,NYR000080960,0.9868760725,1
3586,NYR000163808,0.989861259,1
3587,VAD988225843,0.988369647,1
3589,PAR000549907,0.9849339559,1
3597,VAD085128668,0.9860148267,1
3600,DC7279900982,0.9895195853,1
3605,DCR000506121,0.9868384921,1
3610,COR000238998,0.9848960317,1
3611,COR000239046,0.9873980159,1
3613,DCR000508082,0.9975179298,1
3614,ILR000191403,0.9848054027,1
3620,VAR000529982,0.9908679792,1
3623,KYR000065896,0.9931346664,1
3626,TXR000081691,0.9824627377,1
3630,DCR000002139,0.9908256683,1
3636,OHR000136945,0.9877293651,1
3651,DCR000503037,0.9935218254,1
3653,TND982141392,0.991444626,1
3654,DCR000506378,0.9897801587,1
3657,VAD981940331,0.9861398267,1
3661,COR000236117,0.9825099206,1
3662,PAR000548461,0.9898466255,1
3675,COR000236216,0.9829531746,1
3682,COR000238790,0.987540873,1
3683,MID981800501,0.9864743562,1
3685,IL0000917419,0.9887154835,1
3693,COR000236182,0.9829333333,1
3694,MTD000716795,0.9833744197,1
3695,NYR000217604,0.9912152256,1
3696,MTR000208835,0.9883099206,1
3705,NDR000009274,0.9839672562,1
3706,OHR000130914,0.987600932,1
3707,NJR000051524,0.9874060303,1
3716,DCR000507980,0.988874279,1
3717,NYR000218602,0.9847825397,1
3722,DCD983971078,0.9870440476,1
3727,COR000236695,0.9830373016,1
3734,DED982679680,0.983043254,1
3735,VAD982570368,0.9860148267,1
3747,NJR000072959,0.9909418073,1
3752,DCR000507992,0.988874279,1
3755,TNR000039230,0.9886693843,1
3760,DCR000506063,0.9983790409,1
3761,COR000236794,0.988393254,1
3765,COR000238592,0.9853412698,1
3767,NJD094350881,0.9870101913,1
3779,COR000236851,0.9850440476,1
3780,COR000236893,0.9850400794,1
3781,VAD981041304,0.9933672661,1
3782,VAD988205068,0.9886609742,1
3783,VTR000522896,0.9937757937,1
3788,DCR000507950,0.9887123016,1
3793,TN8640006666,0.9881321644,1
3794,NCR000012195,0.9837788467,1
3796,MID006012801,0.9880372844,1
3797,TXR000067389,0.9901975855,1
3801,NYR000218214,0.9888698413,1
3812,KYR000063883,0.990067654,1
3813,KYR000063941,0.9923339297,1
3820,DCR000000034,0.9888940476,1
3822,MNS000132621,0.9960348743,1
3837,SDR000208736,0.9884815195,1
3838,KYR000064188,0.9886627584,1
3844,KYR000036996,0.985542157,1
3856,KYR000064469,0.9887791912,1
3857,KYR000064485,0.9887791912,1
3860,DCR000507806,0.9965185146,1
3864,TXR000080544,0.9878185185,1
3865,PAR000514489,0.9865172601,1
3874,KYR000065797,0.9859505959,1
3875,FLR000139402,0.9903416667,1
3884,KYR000064907,0.9904712482,1
3886,KYR000064741,0.9925218254,1
3888,KYR000064790,0.9824399323,1
3890,KYR000063842,0.9827245976,1
3891,KYR000063990,0.9851074666,1
3899,KYR000064493,0.993000437,1
3905,NJR986640597,0.9907029987,1
3915,KYR000063636,0.9841769841,1
3917,NCS000000906,0.9824372329,1
3918,KYR000064428,0.9851453546,1
3922,KYR000064568,0.9912928215,1
3925,KYR000064212,0.9872613914,1
3928,WYR000216341,0.9966849206,1
3930,MIK129494961,0.9911110848,1
3934,DCR000504845,0.9866134921,1
3936,MAD066986746,0.986550908,1
3938,WIR000157008,0.9937289683,1
3946,KYR000054247,0.9893423454,1
3948,KYR000054601,0.9875349308,1
3951,NYR000145128,0.9881106719,1
3952,LA0000142661,0.9844344834,1
3958,DCR000502070,0.9956302314,1
3959,KYR000067900,0.9840191164,1
3968,KSR120349932,0.9845340372,1
3973,DCR000502161,0.9881563492,1
3975,WIR000143545,0.9832797619,1
3977,NYR000123885,0.9850044121,1
3978,VAD014384663,0.9829960407,1
3979,KYR000067496,0.9891896924,1
3984,LAR000043984,0.9865734919,1
3987,DCR000504704,0.9929238095,1
3989,PAD987350543,0.9827907611,1
3991,LAR000043539,0.9853224965,1
4003,NJD041762840,0.9890745468,1
4015,DCR000508106,0.9916511905,1
4024,NJR000055475,0.9923697539,1
4025,FLR000109785,0.9840487897,1
4026,TNR000030874,0.9925246614,1
4031,GAR000061895,0.9940207403,1
4033,MIK875721793,0.9956450589,1
4036,DCR000001743,0.9929996032,1
4041,DCR000507422,0.9928571429,1
4043,NJD001295369,0.9887809779,1
4044,DCR000000976,0.9877857143,1
4057,ILR000190686,0.9828435726,1
4061,NJR000036301,0.9852187363,1
4068,DCR000501973,0.9881563492,1
4073,NJD002144145,0.9842530261,1
4074,NJR986646081,0.9873221365,1
4081,PAD069045821,0.9824053778,1
4100,PRD982540999,0.9844258489,1
4102,NYR000224923,0.9853571947,1
4107,PAR000552646,0.9884908251,1
4113,FLR000058925,0.9945210317,1
4133,VAR000511675,0.9849259408,1
4144,RIR000014753,0.9837765873,1
4145,DCD983970476,0.9916511905,1
4154,DCR000502153,0.9834480159,1
4162,MA5000002519,0.9827144248,1
4167,DCR000507578,0.9929238095,1
4170,NYP000972034,0.9939174876,1
4171,PAD981737489,0.9862134231,1
4172,LAD982557829,0.9862466476,1
4174,DCR000506386,0.9931952965,1
4181,MIK159312137,0.9830084084,1
4190,NMR000024208,0.9888234801,1
4191,DCR000504456,0.9929238095,1
4195,NYR000193326,0.9846923779,1
4198,LAR000086538,0.9910956227,1
4202,NYR000055327,0.989634753,1
4216,COD980286017,0.9832861111,1
4218,LAR000086629,0.9885065076,1
4220,WAD980639686,0.9851574071,1
4225,SCR000777011,0.9845962935,1
4231,FLR000005884,0.991947619,1
4232,DCR000508742,0.995597619,1
4236,KSR000513713,0.9887508672,1
4239,DCR000504167,0.9857785714,1
4246,OHD089431001,0.9941644596,1
4248,MAC300106739,0.9854574816,1
4258,VTR000526590,0.9889871774,1
4262,VAD988189304,0.989732808,1
4266,LAD043436799,0.9851003968,1
4269,GAR000074286,0.9862295777,1
4277,DCR000502054,0.9831800043,1
4282,GAR000079038,0.9873501612,1
4291,NYD981182793,0.9890119048,1
4296,IL0000642934,0.9873894058,1
4297,KYR000069955,0.9837929125,1
4301,DCR000508754,0.9929238095,1
4303,ILR000189548,0.9840246731,1
4311,NYD981132582,0.9859917901,1
4313,ILD981531247,0.9848007871,1
4315,ILR000189688,0.9880467668,1
4324,FLR000193409,0.9848019841,1
4326,NYR000076877,0.988333887,1
4329,LAR000089292,0.9891308224,1
4331,DCR000500447,0.9896545635,1
4333,DCR000502880,0.988552381,1
4337,NYN008029472,0.9854099206,1
4341,ILD113922652,0.985605926,1
4342,ILR000151381,0.9911528608,1
4344,FLR000221317,0.9967452381,1
4349,ILD005178520,0.989547047,1
4355,NJR986650125,0.991705978,1
4359,OHD029520855,0.9846215766,1
4362,MAD985294990,0.9840246032,1
4365,KYD006379325,0.9831288292,1
4382,NJ0001309954,0.9910115236,1
4395,GAR000079012,0.9879220599,1
4396,TNR000004531,0.9832094367,1
4405,DC4470000023,0.98358123,1
4408,ILR000188714,0.9890454651,1
4414,DCR000507410,0.9928571429,1
4416,MID020087128,0.99368336,1
4421,DCR000508790,0.9888708438,1
4424,ILR000127746,0.9911963667,1
4427,GAR000071001,0.9926511905,1
4429,VTD982766347,0.9911285714,1
4431,MAC300014776,0.9882124721,1
4437,NYD013417902,0.9835664966,1
4458,SCD055063077,0.9844757937,1
4473,MIK147868331,0.99077639,1
4475,MDR000527106,0.9918286655,1
4476,DCR000508760,0.9957781746,1
4483,NYR000046094,0.9920756271,1
4488,WVR000527887,0.9834099206,1
4492,KYR000067975,0.9870273027,1
4496,DCR000507404,0.9928571429,1
4511,PAR000505412,0.9827817124,1
4514,NCD003187390,0.9830167152,1
4517,NJR986650901,0.9856606061,1
4518,NYD981563364,0.9926550821,1
4527,TNR000024620,0.9876465963,1
4528,SCD003344918,0.9843089424,1
4529,ILD000682120,0.9899091411,1
4535,DCR000505933,0.9953869048,1
4539,INR000123430,0.9845832593,1
4549,COR000240242,0.9848162698,1
4551,DCR000508160,0.989762771,1
4552,DCR000504860,0.9934036298,1
4553,DCR000507152,0.9865178571,1
4555,NYD981134620,0.9917810478,1
4565,KYR000063248,0.9860297463,1
4573,MER000509158,0.9855527778,1
4584,KYR000054627,0.994646378,1
4586,KYR000053819,0.9836521493,1
4594,NJR986632503,0.9885940476,1
4600,KYR000054536,0.9922855333,1
4603,MTR000209296,0.9933726339,1
4604,DCR000506402,0.995597619,1
4612,DCR000503805,0.9960369048,1
4619,PAD987350659,0.9827907611,1
4620,PAD987350626,0.9827907611,1
4629,ILD982611303,0.9839891882,1
4633,NYD071084826,0.9918738768,1
4634,DCR000504340,0.9921988095,1
4642,VAR000525733,0.9848126511,1
4643,TNR000042622,0.9853468254,1
4677,VAR000528646,0.9906576979,1
4679,DCR000507614,0.9864895281,1
4680,VAR000525287,0.9854978393,1
4684,KYR000045286,0.9841294117,1
4685,ILR000157065,0.9871527681,1
4694,TXD025954983,0.9951711111,1
4701,TNR000025718,0.9921620604,1
4702,DCR000504761,0.9957781746,1
4703,NVD980893721,0.9835016547,1
4715,NYD001612423,0.9854847833,1
4717,VAD004868519,0.9857916057,1
4720,NYD981568280,0.984434136,1
4730,MAC300010261,0.9868005239,1
4731,IND981529605,0.9952457115,1
4737,MND148505746,0.9892592437,1
4746,MOR000552562,0.9876743788,1
4749,MTR000204453,0.9826246706,1
4753,PAR000501544,0.9933967691,1
4756,NYR000199224,0.9841394832,1
4764,KYR000053660,0.9869761905,1
4766,NYD052060845,0.9897730159,1
4772,WV0000050898,0.9905708488,1
4779,NMR000022210,0.9924310108,1
4784,NYD982721680,0.9928191882,1
4786,DCR000506337,0.9900178571,1
4791,DCR000508136,0.992968254,1
4798,MAR000006775,0.9870854309,1
4801,NYR000146712,0.9928550821,1
4805,COR000230656,0.987540873,1
4813,ILD984817593,0.9828244401,1
4817,NYR000199380,0.9872476341,1
4821,DCR000501452,0.9892984127,1
4822,NYR000227546,0.9957147571,1
4827,ALR000040139,0.983441669,1
4828,NYD000799122,0.9900137311,1
4833,ILR000064238,0.9847585144,1
4835,SCR000775494,0.9838448413,1
4839,KS0000347302,0.9889107143,1
4844,LAR000001768,0.9876256137,1
4847,ILR000141309,0.9852108339,1
4849,ILR000103317,0.9840210123,1
4850,KSD981123698,0.9897037519,1
4868,MOR000550020,0.9895948413,1
4872,OHD089420244,0.9838686508,1
4880,ILR000135640,0.9917135186,1
4886,ILD005071808,0.9923989418,1
4888,MID087050506,0.9849126984,1
4893,ILD984783563,0.99018411,1
4897,TNR000037291,0.9853862146,1
4906,NJR000036814,0.9904308908,1
4923,ILR000176511,0.9845753341,1
4937,VTR000526632,0.9874872848,1
4946,ILR000123463,0.9934822955,1
4953,FLR000221721,0.9882305556,1
4955,KSR136394294,0.9920027778,1
4960,MOD981728389,0.9949700236,1
4980,SDR000213413,0.9902936479,1
4983,PRR000025718,0.9873050299,1
4995,MDD097583157,0.9863982504,1
5008,INR000116780,0.9876667144,1
5010,INR000013342,0.9843875439,1
5014,DC0000082180,0.986643254,1
5017,DCR000503920,0.9925286298,1
5018,DCR000504662,0.9975730769,1
5025,LAD980304299,0.9849897522,1
5027,WVR000534628,0.9902279318,1
5037,WVR000535583,0.9886136571,1
5040,DCR000504035,0.9965904762,1
5044,TND987779188,0.9866685058,1
5049,NCD981019128,0.9850103401,1
5052,WAH000035252,0.9870031279,1
5054,WVR000534974,0.9824157861,1
5063,NYD002239598,0.9869160733,1
5085,NJR986625994,0.9846734778,1
5103,MAD985276344,0.9859521577,1
5117,TN5210020629,0.9879468254,1
5120,LAD000618462,0.9857590505,1
5126,VTR000529222,0.9844539683,1
5141,MTR000209411,0.9883157727,1
5148,NJR000037218,0.9859153397,1
5150,NCR000006817,0.9837788467,1
5157,NYD002249613,0.9879324408,1
5158,OHD004234480,0.9866758439,1
5160,MAD000844597,0.9851973532,1
5165,DCR000503763,0.9965904762,1
5169,FLR000050534,0.9905698293,1
5174,INR000126540,0.9838591834,1
5176,COR000238873,0.9848873016,1
5190,WVR000535591,0.9830105246,1
5199,TNR000031211,0.9834269841,1
5204,DCR000508844,0.9837865079,1
5215,DCD981936883,0.9896900794,1
5227,MAC300011889,0.9870054981,1
5247,INR000015123,0.9910009028,1
5251,PAR000015297,0.9857125741,1
5268,ORQ000030871,0.9950963264,1
5270,KY0000693424,0.9868012989,1
5271,MDR000512897,0.9855182306,1
5274,MDD980554711,0.9838594999,1
5279,ALR000052837,0.9893230159,1
5287,NYD980763700,0.9886190476,1
5291,KYR000041277,0.9846956156,1
5293,ILR000156786,0.9829731671,1
5295,DCR000508034,0.9982540409,1
5299,FLR000210427,0.9903150794,1
5301,WVR000513069,0.9849870133,1
5303,MAC300018470,0.9883865544,1
5310,WVD097132666,0.9858835238,1
5312,WVD988793592,0.9885184966,1
5314,ILR000191007,0.9884477952,1
5326,FLR000160945,0.9904186508,1
5330,MAC300012168,0.991456233,1
5333,KSR000003491,0.9955705433,1
5338,NJD986634244,0.9874839532,1
5345,WVD988802674,0.9905920596,1
5350,WVD988769139,0.9896983156,1
5351,WVD988769154,0.989193896,1
5356,DCR000502963,0.9952935107,1
5359,MAR000509596,0.9902506669,1
5367,MAD985290055,0.987806395,1
5385,MIR000043240,0.9929702985,1
5412,TNR000035626,0.9870238366,1
5413,NCR000136960,0.984901484,1
5414,NCR000002089,0.9906920635,1
5415,FLR000222539,0.9944800595,1
5418,MAR000012609,0.9878480613,1
5420,MSR000106567,0.9888624069,1
5428,MDR000527206,0.9833991663,1
5435,IND043789858,0.9901007634,1
5436,DCR000508832,0.992652381,1
5446,MAD066985367,0.9869543599,1
5453,MSR000105486,0.9888624069,1
5462,VAD988221560,0.9927935594,1
5463,VTD980915706,0.9895695386,1
5464,TNR000041525,0.9857817973,1
5479,MAD982190639,0.9887274325,1
5484,INR000103416,0.9841027355,1
5485,NCS000000989,0.9875714242,1
5487,WYR000211763,0.9928744685,1
5490,MDD000804963,0.9826733071,1
5491,WVD988783494,0.9916059694,1
5493,VAR000007096,0.986786943,1
5496,KYR000058511,0.9918589289,1
5508,NJR986624880,0.9855187371,1
5521,MSD290010339,0.9898579365,1
5533,MAC300004538,0.984863649,1
5544,DCR000505040,0.9828654762,1
5554,DCR000504670,0.9947007937,1
5562,DCR000503508,0.995597619,1
5566,VAD988196325,0.9834417517,1
5581,FLD060248226,0.9874420635,1
5590,TNR000041483,0.9913149814,1
5593,DCR000508838,0.9835019841,1
5601,COD983789850,0.9854106218,1
5602,WVD988785333,0.9836583124,1
5613,NCR000154468,0.9844208259,1
5620,PAR000541789,0.9900651596,1
5622,WVR000535005,0.9858322102,1
5623,NCR000168583,0.9900598961,1
5643,IND005478664,0.9841972434,1
5645,LAR000093203,0.9907875252,1
5647,LAR000067751,0.986137598,1
5648,TNR000014803,0.9885533258,1
5651,NCD982137499,0.9843043314,1
5665,NYR000113159,0.9941225446,1
5673,WVR000505909,0.9894602868,1
5683,DCR000500553,0.992090873,1
5685,ALR000055764,0.989684452,1
5692,PAR000535997,0.9845190559,1
5693,PAR000536169,0.9873180862,1
5694,WVR000525675,0.9888903687,1
5715,DCD112314430,0.9837865079,1
5716,MND000272146,0.9860796059,1
5726,TNR000043422,0.988679651,1
5734,ILR000120642,0.9835756935,1
5740,PA0000616755,0.9919834249,1
5747,MTR000202150,0.9881911851,1
5751,WVD988774378,0.9931439523,1
5764,NJR986642965,0.9856550622,1
5768,UTR000009357,0.9939260543,1
5774,ILR000164855,0.989894647,1
5788,PRN008028896,0.9961888889,1
5790,PAR000542423,0.9868730178,1
5793,WVD016037087,0.9893028962,1
5817,WVD072680077,0.9873412698,1
5818,NJR000034231,0.9876204372,1
5822,NJR986654655,0.9871302453,1
5824,NCR000012799,0.9896685472,1
5825,VAR000529891,0.9827642785,1
5826,WVR000535062,0.9825405436,1
5837,NMR000023234,0.9958452381,1
5845,WVD988802252,0.9848059736,1
5847,MOD985815232,0.9926532569,1
5849,NYR000228239,0.9901783267,1
5869,PAR000541912,0.9865221818,1
5880,PAD980919005,0.9842186277,1
5886,ILD147523484,0.9826593604,1
5901,LAR000076141,0.9891697028,1
5930,WVD037941663,0.9889389905,1
5934,WVR000006718,0.9889139427,1
5935,WVR000008565,0.9926948462,1
5948,LAR000087395,0.9857811692,1
5953,NCR000153692,0.9827930888,1
5966,NCR000162602,0.9834546898,1
5968,KYR000071217,0.9910070243,1
5973,ALR000049130,0.9843147215,1
5986,MOD094391778,0.9896031746,1
5990,DCR000500355,0.9897801587,1
5996,MAC300011855,0.9894655159,1
5998,KYD985116144,0.9870916942,1
6000,NCD986172476,0.9839135831,1
6013,ILR000074658,0.988014371,1
6014,WVR000523522,0.9895636826,1
6018,DCR000508856,0.9982540409,1
6037,MIK929440955,0.9886245294,1
6043,LAD981055544,0.9835317951,1
6044,LAR000033415,0.9917442103,1
6057,KSR000512061,0.9908369048,1
6070,PAR000542498,0.9853292486,1
6082,VAR000514042,0.9873603175,1
6098,NCR000152264,0.9844208259,1
6100,WVD981114671,0.9945964286,1
6109,LAR000081802,0.983556249,1
6115,NMD008003436,0.9926048753,1
6116,WVD980830103,0.9832742071,1
6120,DCR000505487,0.9886119048,1
6127,NCR000139873,0.9828073511,1
6139,DCR000505818,0.990602381,1
6173,WVR000505412,0.9861444472,1
6177,MOD006966675,0.9884775807,1
6183,PAD000619924,0.9842296574,1
6203,NCR000153593,0.9830563692,1
6211,RIR000512970,0.9885295773,1
6224,MTD986073492,0.9924844506,1
6237,MAR000007682,0.9883516328,1
6238,MID006017263,0.9880004702,1
6248,SCR000778670,0.9857900391,1
6251,IND006373807,0.9868797002,1
6255,NC0000930784,0.9888225463,1
6264,NJN986656254,0.9945408471,1
6267,WVR000527515,0.9915574446,1
6268,NYD046763777,0.9862040383,1
6269,WVR000501510,0.9845365856,1
6274,PAR000554626,0.9875024943,1
6282,WYR000218313,0.992374448,1
6287,WVR000501478,0.9894538884,1
6290,RIR000516294,0.9835840813,1
6291,WVR000512301,0.9903529578,1
6296,NCR000140061,0.9826117328,1
6298,PAR000508804,0.9858408499,1
6299,PAD001680719,0.9907163664,1
6312,LAR000081687,0.982830321,1
6319,DCR000000661,0.9908256683,1
6321,IND985012855,0.9860017863,1
6323,NMR000014381,0.9897830039,1
6326,WVR000536920,0.9849152023,1
6329,ILD005443866,0.9908905163,1
6334,PA0000877977,0.9848769125,1
6349,NJD986643724,0.9928495622,1
6359,PAR000023382,0.9883928566,1
6363,MNS000211698,0.9942569842,1
6366,NMR000023275,0.9893876984,1
6370,UTD981554298,0.982977783,1
6394,KYR000046003,0.9826726978,1
6411,TND982818627,0.9904797619,1
6412,DC4470090008,0.9857583333,1
6423,NJD986629491,0.985963819,1
6428,IAT200011187,0.9834960317,1
6434,NJR000042085,0.9939106239,1
6435,NJR986636728,0.9969937077,1
6447,WVD988778452,0.9913116716,1
6474,WVD046757944,0.9880673168,1
6486,WVD099519928,0.9846010109,1
6493,NYD986895852,0.9863172686,1
6507,NYD002205755,0.9878857459,1
6511,FLR000212795,0.9833465507,1
6519,KYR000069617,0.9890554744,1
6522,MIK158248470,0.9870111744,1
6528,ILR000104877,0.993856403,1
6541,NYD986980399,0.9841566899,1
6568,VAD988212742,0.9878267769,1
6571,DCR000505883,0.9840906643,1
6576,NYD002204741,0.9834019809,1
6591,NJR000030551,0.9917663103,1
6592,DCR000501171,0.9892757937,1
6604,MND071363246,0.985646845,1
6617,NCR000009738,0.9884673374,1
6618,WVR000009670,0.9900437679,1
6621,MND006456768,0.9849977292,1
6629,NJD002193001,0.9869012012,1
6631,NJR986650794,0.9848847434,1
6634,NJR986625572,0.9932947602,1
6660,NYD041293127,0.9878589196,1
6667,PAD981102320,0.9852652671,1
6674,NYD000730184,0.9919199154,1
6679,WVD982707739,0.9841841061,1
6684,NYD067902304,0.9840651801,1
6685,PAR000021436,0.984545527,1
6708,NYR000148296,0.9903743158,1
6709,NYD002436863,0.9843583222,1
6713,OKR000021188,0.9875695886,1
6717,NYD980758197,0.9900218888,1
6719,UTR000006395,0.9885393821,1
6721,TND047343694,0.9872242063,1
6725,MOR000534446,0.9933874602,1
6740,NJD052077682,0.9887335041,1
6744,VAR000527986,0.9834417517,1
6748,WVR000537043,0.9879129167,1
6749,NYD987033404,0.9895801358,1
6754,NJR986651974,0.9868172755,1
6756,MND041199639,0.9845538029,1
6759,MNS000101865,0.9857202381,1
6766,NYD987000148,0.9869289858,1
6775,MIK180286880,0.9842646825,1
6776,MIK155843618,0.9865105166,1
6779,VAR000528950,0.9887310059,1
6786,NCR000166512,0.9831711586,1
6787,MND006478093,0.9840858666,1
6788,DCR000505578,0.9911845238,1
6792,NYD002225100,0.984254459,1
6811,NYD002206399,0.9933392844,1
6816,IND984866343,0.9847170679,1
6821,WVR000530220,0.9891182685,1
6826,WVR000537977,0.9825405436,1
6833,NYD981567423,0.9865965376,1
6834,SDD987669892,0.9935498517,1
6840,ALR000045518,0.9909047619,1
6850,CT5000001107,0.9864757352,1
6860,NYD002061380,0.983078202,1
6875,IND982073074,0.9848288845,1
6881,IND984868943,0.9852627113,1
6890,TX0000555045,0.9829448413,1
6902,NYN008028789,0.9924694444,1
6903,INR000128025,0.989582797,1
6904,WVR000536698,0.9913653687,1
6909,WVR000520148,0.9866361169,1
6911,NJR986653624,0.9871107143,1
6944,IND056033426,0.9865942819,1
6948,NJD980591838,0.9896746032,1
6955,NCD982153280,0.9854121173,1
6960,NYR000212217,0.9944968254,1
6966,WVD080722960,0.985350234,1
6982,SCR000783357,0.9827850333,1
6984,INR000128413,0.9842048114,1
6987,PAD072835895,0.9848448219,1
6989,DCR000501098,0.9901506744,1
6990,OHR000204289,0.9825988095,1
6994,WVR000537712,0.9891077108,1
7000,WVD041379025,0.9842110309,1
7003,VTR000510396,0.9921158469,1
7012,WVD072667827,0.9932362116,1
7013,WVR000501098,0.9849060013,1
7038,PAR000537282,0.9881834981,1
7042,WVD988780367,0.9930940906,1
7043,PAD074705716,0.9925606935,1
7049,IL0000036947,0.9890980745,1
7053,WVD988797221,0.9898162639,1
7060,ILD002808020,0.984884127,1
7064,VA0000241406,0.9887310059,1
7073,IND006420160,0.9899198718,1
7079,SCR000782342,0.98419949,1
7081,NMD986675221,0.9943381626,1
7087,NCR000003111,0.9858660137,1
7088,IAR000516831,0.9908043651,1
7094,PAD015036965,0.991350833,1
7095,PAR000537712,0.9872374426,1
7096,PAR000502914,0.9893914561,1
7100,PA3170022104,0.9827524678,1
7103,PAR000538512,0.9884506786,1
7104,PAR000538595,0.9846625484,1
7105,PAR000540856,0.9878131789,1
7116,MNS000222729,0.9885426008,1
7119,VAD981740640,0.9948150794,1
7123,SCD003361987,0.9865880952,1
7124,INR000005371,0.9831834367,1
7126,WYR000217992,0.9937280688,1
7128,SCR000777268,0.9843507937,1
7132,OKR000032565,0.9861984127,1
7136,MIK718796113,0.9915087302,1
7155,NYR000219659,0.9859793754,1
7163,NMR000023614,0.9941020515,1
7164,SDR000207167,0.9947293037,1
7167,SDR000219063,0.9900068826,1
7171,NYR000229112,0.9886720817,1
7177,INR000128355,0.9862021148,1
7178,WYR000217885,0.992718254,1
7180,KYR000052159,0.9832071429,1
7190,NYR000204321,0.9862404762,1
7192,PAD982366023,0.9852145465,1
7211,NMR000023499,0.9943381626,1
7215,IND000816116,0.9864784688,1
7235,WVR000518688,0.984542216,1
7238,NMD982285462,0.9972309524,1
7243,PAR000555979,0.9926362759,1
7263,PAR000539692,0.9883888311,1
7268,OHR000204495,0.9871674603,1
7269,VAD982576274,0.9829960407,1
7271,TNR000025924,0.9845675746,1
7280,CAD980673198,0.9833602042,1
7283,PAR000538413,0.9824846034,1
7294,PAR000540898,0.9827028162,1
7298,NYR000229831,0.9870999299,1
7302,MTD010375822,0.9887657748,1
7305,IAD005280102,0.9882412698,1
7308,LAR000088187,0.987591436,1
7314,NMR000015826,0.9972419368,1
7316,MDD022687032,0.9829287151,1
7317,OHD089430995,0.9899801232,1
7318,KYD981855265,0.9877494059,1
